Property_ID,City,Locality_Type,Property_Type,BHK,Bathrooms,Super_Area_SqFt,Carpet_Area_SqFt,Floor_Number,Total_Floors,Age_of_Property,Furnishing_Status,Parking,Lift_Available,Gated_Community,Distance_to_Metro_km,Distance_to_City_Center_km,Price_INR_Lakhs
AH-291351,Ahmedabad,Mid-Range,Builder Floor,2,2,1335.35,923.29,7,33,31,Furnished,0,1,1,3.28,6.5,33.31
MU-267969,Mumbai,Mid-Range,Villa,2,2,1228.85,946.75,2,11,17,Unfurnished,1,1,1,2.29,2.5,199.57827749769314
BA-211067,Bangalore,Affordable,Villa,4,4,149.1,104.99,9,13,17,Unfurnished,1,1,1,5.39,5.19,10.0
PU-871586,Pune,Premium,Independent House,3,4,829.23,650.62,7,14,2,Furnished,1,1,1,5.47,4.97,126.22
CH-575532,Chandigarh,Premium,Villa,2,2,1319.01,1030.6,5,7,18,Semi-Furnished,1,1,1,7.88,12.18,91.99
KO-884739,Kolkata,Affordable,Apartment,3,4,905.03,623.21,28,34,31,Unfurnished,1,1,0,4.46,3.31,24.33
CH-728429,Chandigarh,Mid-Range,Independent House,2,3,1256.62,904.79,0,2,3,Unfurnished,1,1,0,0.6,4.46,110.79
CH-834400,Chennai,Premium,Villa,3,4,2137.8,1443.38,0,29,0,Furnished,1,1,0,2.26,2.81,393.32
BA-020839,Bangalore,Mid-Range,Villa,3,4,685.27,578.97,15,23,16,Semi-Furnished,1,1,0,6.78,13.48,47.76
HY-381771,Hyderabad,Mid-Range,Apartment,2,2,901.1,651.28,12,22,24,Furnished,1,1,1,4.97,9.93,47.22
HY-691686,Hyderabad,Mid-Range,Independent House,4,4,537.28,386.11,20,21,16,Semi-Furnished,1,1,0,3.52,7.67,27.8
HY-223778,Hyderabad,Premium,Builder Floor,2,2,2068.7,1473.07,15,26,33,Furnished,1,1,0,1.51,6.26,147.29
JA-264372,Jaipur,Affordable,Independent House,4,4,713.04,525.51,8,10,1,Semi-Furnished,0,1,1,1.0,12.56,14.12
KO-677219,Kolkata,Mid-Range,Villa,3,3,1194.65,991.62,14,32,12,Unfurnished,0,1,1,0.15,8.43,65.93
PU-061997,Pune,Mid-Range,Independent House,5,6,1226.18,968.14,23,39,5,Furnished,1,1,0,1.69,13.93,119.88
AH-782033,Ahmedabad,Affordable,Independent House,3,4,816.33,560.72,2,24,10,Furnished,0,1,0,3.63,6.75,36.69
MU-636743,Mumbai,Premium,Villa,2,3,2358.77,1943.02,24,25,0,Furnished,0,1,0,1.02,7.74,710.55
DE-638725,Delhi,Premium,Independent House,5,6,2269.04,1642.54,4,14,13,Semi-Furnished,1,1,1,3.18,3.94,489.99
BA-432277,Bangalore,Premium,Builder Floor,1,2,1891.55,1566.14,2,30,12,Furnished,1,1,0,5.37,6.37,295.37
KO-098997,Kolkata,Premium,Independent House,3,3,2280.42,1841.41,0,19,6,Furnished,1,1,0,1.17,5.0,298.44
BA-175112,Bangalore,Mid-Range,Apartment,2,3,1601.68,1076.83,9,13,1,Semi-Furnished,1,1,1,0.53,6.2,202.84
HY-083041,Hyderabad,Mid-Range,Villa,2,3,1563.61,1045.71,15,24,15,Furnished,0,1,1,4.65,3.56,128.65
AH-827870,Ahmedabad,Premium,Independent House,2,3,2283.27,1700.75,13,21,5,Furnished,1,1,1,1.7,8.19,103.16
AH-796818,Ahmedabad,Affordable,Builder Floor,3,4,908.47,629.4,1,16,12,Furnished,0,1,1,4.92,3.23,24.21
KO-098246,Kolkata,Affordable,Independent House,1,2,1109.73,844.35,14,16,22,Semi-Furnished,1,1,0,2.43,1.39,50.69
JA-316385,Jaipur,Premium,Builder Floor,1,1,1329.47,1087.74,4,21,34,Unfurnished,1,1,0,1.23,8.79,33.42
KO-416253,Kolkata,Affordable,Apartment,3,3,1036.45,806.72,0,11,32,Semi-Furnished,0,1,1,3.1,4.76,53.57
MU-418449,Mumbai,Mid-Range,Villa,3,4,1602.65,1347.23,7,34,9,Unfurnished,1,1,0,0.87,4.25,404.4
PU-671975,Pune,Mid-Range,Villa,5,6,1258.51,997.26,3,9,13,Unfurnished,1,1,1,5.15,5.31,102.58
MU-441098,Mumbai,Premium,Villa,5,6,2576.83,1970.42,0,31,20,Furnished,1,1,1,3.22,7.0,520.25
CH-120703,Chennai,Mid-Range,Builder Floor,5,5,1916.71,1490.22,12,16,29,Furnished,0,1,0,6.69,14.37,71.89
HY-701456,Hyderabad,Mid-Range,Villa,2,2,762.72,576.47,8,38,0,Furnished,1,1,0,1.66,12.22,31.95
CH-639879,Chennai,Mid-Range,Independent House,3,4,1686.23,1280.52,18,27,21,Semi-Furnished,1,1,0,2.22,7.91,155.01
AH-152600,Ahmedabad,Premium,Apartment,3,4,2010.68,1396.02,3,16,17,Unfurnished,1,1,0,5.51,1.04,198.67
HY-267746,Hyderabad,Affordable,Villa,4,5,616.05,422.79,20,30,24,Furnished,1,1,0,0.05,2.88,38.1
HY-213128,Hyderabad,Premium,Builder Floor,4,4,1575.21,1214.16,34,38,8,Semi-Furnished,1,1,0,0.49,11.54,90.79
HY-255349,Hyderabad,Mid-Range,Independent House,4,4,1457.94,1074.45,6,23,23,Semi-Furnished,0,1,1,2.57,8.75,67.04
JA-951183,Jaipur,Affordable,Apartment,3,3,595.75,498.28,3,14,1,Furnished,1,1,1,0.54,4.63,28.28
CH-319060,Chennai,Mid-Range,Builder Floor,2,3,1373.97,974.76,9,22,12,Semi-Furnished,1,1,0,0.51,8.63,160.07
CH-008136,Chennai,Premium,Apartment,2,2,2399.11,1925.13,16,32,25,Unfurnished,0,1,1,4.15,8.38,202.69
CH-528108,Chennai,Mid-Range,Builder Floor,2,2,1099.73,751.33,0,3,19,Furnished,0,0,0,4.43,6.43,187.2456158946801
JA-881081,Jaipur,Mid-Range,Builder Floor,3,4,1323.3,964.08,7,16,5,Furnished,0,1,1,4.05,9.24,52.61
PU-087603,Pune,Affordable,Independent House,5,5,808.2,589.15,14,18,27,Furnished,1,1,1,1.01,6.3,32.44
CH-273843,Chandigarh,Affordable,Builder Floor,2,2,737.49,612.61,23,25,16,Unfurnished,1,1,0,5.56,1.94,44.09
JA-648400,Jaipur,Mid-Range,Builder Floor,2,3,823.4,633.98,1,2,29,Semi-Furnished,1,0,0,3.71,8.89,21.58
CH-461476,Chennai,Mid-Range,Villa,3,3,842.5,682.76,17,21,8,Furnished,1,1,0,2.96,7.98,73.49
DE-746539,Delhi,Mid-Range,Villa,3,3,1259.85,847.43,30,32,1,Semi-Furnished,1,1,0,4.11,1.28,220.6
HY-446770,Hyderabad,Affordable,Independent House,4,4,612.62,438.97,6,18,10,Unfurnished,0,1,1,2.76,0.88,56.33
AH-100894,Ahmedabad,Premium,Independent House,2,3,1449.48,1130.2,3,5,17,Semi-Furnished,1,1,0,0.49,4.28,46.10868032484225
KO-035858,Kolkata,Mid-Range,Builder Floor,5,6,1120.86,941.2,4,5,25,Semi-Furnished,1,1,0,4.89,19.29,26.18
CH-331449,Chandigarh,Premium,Independent House,2,2,3227.43,2271.03,16,38,32,Furnished,1,1,0,4.1,7.98,376.19
PU-500871,Pune,Premium,Builder Floor,5,6,2030.2,1615.75,2,9,21,Furnished,1,1,1,2.73,0.05,192.09
DE-314051,Delhi,Premium,Villa,6,6,1965.55,1551.13,2,17,13,Semi-Furnished,1,1,0,2.68,9.15,234.66
CH-077405,Chennai,Mid-Range,Builder Floor,2,3,687.22,506.87,0,35,9,Semi-Furnished,1,1,1,5.46,4.15,50.94
CH-536449,Chennai,Mid-Range,Apartment,4,4,718.36,500.61,2,3,25,Unfurnished,0,0,1,1.53,12.34,32.43
DE-540237,Delhi,Premium,Apartment,5,5,1765.36,1159.69,24,30,21,Furnished,0,1,0,4.02,3.23,382.49
BA-871072,Bangalore,Affordable,Builder Floor,6,6,793.41,633.91,7,39,27,Unfurnished,1,1,1,2.88,7.71,46.37
JA-247135,Jaipur,Premium,Builder Floor,2,3,1791.84,1167.07,16,22,0,Furnished,0,1,1,3.61,6.18,90.03
AH-760210,Ahmedabad,Premium,Independent House,2,3,2741.84,2237.18,0,11,5,Unfurnished,1,1,1,4.33,7.77,273.01
DE-040503,Delhi,Affordable,Villa,2,3,677.8,546.39,25,29,28,Semi-Furnished,0,1,1,2.63,3.29,58.68
AH-412574,Ahmedabad,Mid-Range,Villa,1,1,1170.48,981.58,6,7,16,Furnished,1,1,0,5.06,7.71,51.14
DE-493288,Delhi,Mid-Range,Villa,2,2,1536.27,1064.69,1,23,32,Unfurnished,1,1,0,1.22,10.37,161.92
PU-142022,Pune,Premium,Independent House,4,4,1694.37,1227.66,6,10,14,Semi-Furnished,0,1,0,4.49,7.31,262.02
MU-632036,Mumbai,Mid-Range,Apartment,3,4,1408.24,1163.58,0,3,2,Furnished,0,1,1,1.45,5.52,338.75
CH-976756,Chandigarh,Affordable,Builder Floor,3,3,713.59,537.77,4,8,10,Furnished,1,1,1,1.55,4.48,44.23
CH-743473,Chandigarh,Affordable,Apartment,3,3,657.47,443.4,6,18,29,Unfurnished,0,1,0,6.32,10.73,17.099783812520194
MU-004986,Mumbai,Affordable,Builder Floor,4,5,846.6,678.64,3,5,26,Semi-Furnished,1,1,1,3.37,10.15,85.95
AH-592035,Ahmedabad,Mid-Range,Independent House,3,3,1282.26,1037.73,0,6,11,Unfurnished,0,1,0,4.82,5.6,48.226846215795845
MU-098443,Mumbai,Premium,Apartment,2,2,1799.31,1511.65,15,36,11,Furnished,0,1,0,3.87,6.4,329.39
AH-003916,Ahmedabad,Affordable,Independent House,3,4,407.68,281.58,4,5,19,Unfurnished,1,1,1,1.75,12.49,11.27
PU-273859,Pune,Mid-Range,Builder Floor,4,4,1559.86,1245.52,9,11,2,Unfurnished,1,1,1,4.69,9.44,92.28
BA-151951,Bangalore,Premium,Apartment,3,3,999.55,750.82,22,36,25,Semi-Furnished,1,1,1,4.91,12.91,99.78
DE-245722,Delhi,Mid-Range,Villa,4,4,1122.98,758.33,1,35,2,Semi-Furnished,1,1,1,2.38,2.3,301.88
AH-424001,Ahmedabad,Mid-Range,Builder Floor,5,6,665.51,465.01,6,29,34,Unfurnished,0,1,1,4.43,7.41,29.47
MU-533382,Mumbai,Mid-Range,Villa,2,3,1810.13,1457.35,10,21,0,Furnished,1,1,1,4.31,11.05,318.53
BA-188939,Bangalore,Mid-Range,Apartment,2,2,1021.81,667.47,9,17,27,Unfurnished,1,1,1,1.73,5.95,99.45
DE-564182,Delhi,Mid-Range,Builder Floor,5,6,628.33,478.54,11,36,19,Furnished,0,1,0,5.11,4.58,106.54
PU-215290,Pune,Mid-Range,Apartment,3,4,1228.21,983.5,4,27,0,Furnished,1,1,1,4.14,8.43,77.24
CH-597095,Chandigarh,Mid-Range,Builder Floor,2,2,1417.73,921.62,1,2,22,Semi-Furnished,0,0,1,2.08,5.25,143.44
KO-774697,Kolkata,Mid-Range,Villa,2,3,813.47,573.06,5,11,17,Semi-Furnished,1,1,1,3.2,4.96,48.32
KO-061260,Kolkata,Mid-Range,Villa,5,5,1219.17,920.89,6,11,8,Furnished,1,1,0,5.52,12.75,38.44
MU-053332,Mumbai,Mid-Range,Builder Floor,1,1,1213.09,933.36,9,31,11,Furnished,0,1,1,1.47,2.83,280.93
MU-972997,Mumbai,Affordable,Builder Floor,2,2,838.18,604.07,0,2,32,Unfurnished,1,0,1,2.99,9.67,65.4
KO-436096,Kolkata,Mid-Range,Villa,3,4,892.43,626.75,4,25,34,Semi-Furnished,0,1,1,4.44,7.49,32.01
KO-006043,Kolkata,Mid-Range,Villa,1,2,1670.34,1150.34,3,29,21,Semi-Furnished,1,1,0,1.28,11.45,105.33
AH-094369,Ahmedabad,Premium,Villa,4,5,1249.88,832.15,14,35,2,Furnished,1,1,1,3.53,9.31,73.39
AH-730648,Ahmedabad,Mid-Range,Builder Floor,3,4,1740.97,1367.62,1,4,3,Unfurnished,1,1,1,2.6,4.06,111.74
CH-916357,Chandigarh,Affordable,Builder Floor,3,4,1225.58,928.79,0,7,34,Unfurnished,1,1,1,1.51,8.45,56.45
HY-818663,Hyderabad,Mid-Range,Apartment,2,2,1946.84,1265.82,1,16,23,Semi-Furnished,1,1,0,3.95,13.7,103.0
JA-749655,Jaipur,Affordable,Builder Floor,1,2,535.12,361.41,18,26,34,Unfurnished,1,1,1,0.57,6.23,10.0
BA-141117,Bangalore,Premium,Apartment,3,3,2311.71,1665.04,12,33,3,Furnished,1,1,1,6.88,11.18,269.13
MU-193187,Mumbai,Affordable,Independent House,3,3,887.1,628.15,0,3,20,Furnished,1,1,1,4.49,15.42,63.14
CH-356541,Chennai,Mid-Range,Independent House,1,1,1358.79,889.38,7,10,32,Furnished,1,1,0,5.71,3.88,100.01
BA-988073,Bangalore,Affordable,Villa,6,6,1065.3,795.07,26,39,9,Furnished,1,1,0,1.09,6.79,78.22
KO-441486,Kolkata,Premium,Independent House,6,6,1544.2,1231.43,0,2,8,Furnished,1,1,1,2.0,14.14,83.85
CH-781702,Chandigarh,Mid-Range,Apartment,4,4,1078.28,710.67,14,32,7,Furnished,1,1,1,3.8,0.8,118.58
AH-571978,Ahmedabad,Mid-Range,Villa,5,6,1003.08,757.4,0,1,32,Semi-Furnished,0,0,1,5.38,10.37,43.06
PU-230653,Pune,Mid-Range,Villa,2,3,651.47,457.79,1,3,28,Unfurnished,0,1,0,4.05,11.26,54.4
DE-571846,Delhi,Mid-Range,Villa,3,3,584.23,458.03,27,30,32,Semi-Furnished,1,1,1,3.43,7.0,49.17
CH-724810,Chandigarh,Affordable,Independent House,3,3,928.12,650.78,14,18,32,Unfurnished,1,1,0,4.2,7.92,29.06
HY-803338,Hyderabad,Mid-Range,Apartment,2,2,1943.82,1492.44,0,4,19,Unfurnished,1,1,0,7.53,9.54,80.97
KO-933747,Kolkata,Affordable,Independent House,3,3,576.0,386.21,0,8,33,Unfurnished,1,1,1,2.65,12.04,19.14
AH-366781,Ahmedabad,Affordable,Apartment,2,3,572.16,485.89,1,8,34,Semi-Furnished,0,1,0,0.9,7.89,14.96
MU-575700,Mumbai,Mid-Range,Builder Floor,1,2,1381.11,998.33,7,13,10,Semi-Furnished,0,1,1,5.8,14.29,139.0
CH-996448,Chennai,Mid-Range,Apartment,2,2,1230.43,871.22,31,37,21,Unfurnished,1,1,0,1.49,9.31,43.59
CH-398168,Chandigarh,Premium,Builder Floor,1,1,1891.45,1516.02,6,8,30,Semi-Furnished,1,1,1,6.24,8.45,172.36
AH-018374,Ahmedabad,Premium,Builder Floor,2,3,2306.13,1780.42,19,39,12,Unfurnished,0,1,0,0.12,5.97,150.4
AH-640941,Ahmedabad,Mid-Range,Builder Floor,6,6,1004.9,771.87,29,31,15,Semi-Furnished,1,1,1,5.56,7.23,42.87
AH-518427,Ahmedabad,Affordable,Villa,3,3,839.74,683.99,3,5,20,Furnished,1,1,1,4.04,8.84,25.65
KO-749994,Kolkata,Mid-Range,Builder Floor,2,2,1315.56,1095.4,15,17,25,Semi-Furnished,1,1,1,5.24,7.62,65.52
CH-694441,Chandigarh,Affordable,Builder Floor,2,3,727.72,611.23,8,13,28,Semi-Furnished,1,1,1,2.7,10.2,30.8
DE-934341,Delhi,Mid-Range,Independent House,2,2,675.49,561.1,12,26,24,Semi-Furnished,0,1,1,2.25,7.84,110.2
AH-161019,Ahmedabad,Premium,Villa,2,2,2167.11,1495.4,2,18,24,Semi-Furnished,0,1,1,2.11,10.35,135.42
AH-061295,Ahmedabad,Premium,Villa,2,3,3142.94,2528.24,6,27,23,Unfurnished,0,1,1,3.35,5.58,137.99
CH-067793,Chennai,Mid-Range,Independent House,5,6,1516.96,1016.84,8,39,0,Unfurnished,1,1,0,2.24,7.36,160.13
JA-209895,Jaipur,Mid-Range,Independent House,6,6,649.23,444.09,20,34,21,Semi-Furnished,0,1,0,0.64,7.66,16.8
MU-115071,Mumbai,Mid-Range,Independent House,3,3,1015.87,773.29,22,30,14,Unfurnished,1,1,0,7.36,4.81,246.75
CH-796902,Chandigarh,Premium,Independent House,3,4,1752.14,1386.2,1,27,0,Unfurnished,1,1,1,1.52,10.87,156.16
KO-397672,Kolkata,Premium,Independent House,5,6,1679.94,1198.34,9,10,29,Semi-Furnished,1,1,1,1.96,15.0,88.8
CH-403890,Chennai,Mid-Range,Villa,3,4,1238.59,877.39,11,14,33,Furnished,1,1,1,1.2,4.05,86.61
DE-539390,Delhi,Premium,Apartment,3,4,1613.93,1263.89,0,1,1,Furnished,1,1,0,3.87,12.69,312.18
KO-859061,Kolkata,Mid-Range,Builder Floor,4,5,1274.48,1081.31,20,29,25,Furnished,1,1,0,0.25,2.32,95.41
JA-692977,Jaipur,Mid-Range,Villa,4,4,1409.06,1119.02,3,4,16,Furnished,0,1,0,2.75,16.22,36.8
CH-397597,Chandigarh,Mid-Range,Villa,3,4,1117.99,813.67,2,37,3,Furnished,1,1,1,6.1,4.65,109.38
AH-360929,Ahmedabad,Affordable,Apartment,1,1,853.04,611.32,0,3,19,Furnished,0,1,0,1.59,4.32,31.46
PU-601675,Pune,Premium,Independent House,2,2,1944.68,1571.63,27,28,29,Unfurnished,0,1,1,2.07,12.26,126.29
PU-993157,Pune,Premium,Villa,2,2,2260.19,1846.19,0,10,11,Unfurnished,1,1,0,2.86,7.71,294.47
BA-733426,Bangalore,Mid-Range,Builder Floor,2,2,1190.47,819.59,0,3,2,Unfurnished,1,0,0,5.07,3.98,181.91
AH-108853,Ahmedabad,Mid-Range,Apartment,1,2,786.46,557.19,17,20,10,Semi-Furnished,0,1,1,4.46,0.21,61.39
HY-737363,Hyderabad,Mid-Range,Builder Floor,4,4,1275.66,1038.97,9,18,20,Semi-Furnished,1,1,1,1.28,5.49,59.88
JA-538065,Jaipur,Mid-Range,Independent House,1,1,922.28,610.2,4,8,1,Unfurnished,1,1,1,4.22,10.52,46.39
AH-292167,Ahmedabad,Mid-Range,Independent House,3,4,1295.54,1048.56,15,19,8,Furnished,1,1,1,3.03,9.53,71.66
BA-835643,Bangalore,Mid-Range,Builder Floor,2,2,1072.76,862.42,4,22,2,Semi-Furnished,1,1,1,1.02,12.29,88.41
PU-866560,Pune,Mid-Range,Villa,5,5,596.8,465.31,15,21,7,Semi-Furnished,1,1,0,1.3,10.1,36.48
PU-987724,Pune,Affordable,Independent House,3,3,890.12,588.29,15,25,19,Semi-Furnished,1,1,1,3.53,10.93,55.89
BA-178864,Bangalore,Premium,Villa,3,3,2375.42,1809.26,5,37,24,Semi-Furnished,1,1,0,0.94,0.18,232.21
MU-920436,Mumbai,Premium,Villa,6,6,2466.47,1936.25,3,15,0,Unfurnished,1,1,0,1.16,4.12,1156.24
AH-221452,Ahmedabad,Premium,Independent House,4,4,1857.81,1438.31,3,13,33,Semi-Furnished,0,1,0,3.83,15.4,72.22
AH-609195,Ahmedabad,Mid-Range,Villa,2,2,1077.05,734.42,13,30,3,Unfurnished,1,1,0,4.78,7.65,46.86
PU-434706,Pune,Mid-Range,Independent House,2,2,1110.42,868.26,21,23,27,Furnished,0,1,1,1.33,12.77,45.13
BA-973337,Bangalore,Mid-Range,Villa,1,1,823.46,654.49,4,13,0,Semi-Furnished,1,1,0,0.07,6.19,87.29
AH-787348,Ahmedabad,Mid-Range,Independent House,2,3,1361.35,887.74,4,8,2,Semi-Furnished,0,1,1,1.1,20.67,48.24
PU-121052,Pune,Affordable,Independent House,2,2,535.24,421.0,4,5,10,Unfurnished,1,1,1,1.67,7.6,23.19
BA-103321,Bangalore,Mid-Range,Independent House,4,4,1111.72,784.06,8,10,7,Semi-Furnished,0,1,1,1.94,7.08,123.84
PU-318801,Pune,Mid-Range,Villa,1,2,956.86,645.03,18,34,25,Semi-Furnished,1,1,0,2.82,8.24,74.72
AH-435512,Ahmedabad,Mid-Range,Apartment,2,2,1133.49,752.22,9,22,17,Furnished,1,1,1,6.31,6.45,44.44
KO-892373,Kolkata,Premium,Villa,4,5,1870.7,1451.91,16,25,5,Furnished,0,1,1,2.7,8.19,149.93
AH-526399,Ahmedabad,Premium,Independent House,3,3,1701.16,1238.5,18,28,18,Furnished,1,1,0,2.17,11.29,73.24
MU-857972,Mumbai,Mid-Range,Independent House,1,2,619.21,407.69,3,7,17,Unfurnished,1,1,1,3.45,4.65,139.05
DE-870561,Delhi,Affordable,Apartment,3,3,710.58,539.03,4,7,32,Unfurnished,1,1,0,5.57,2.21,51.56
JA-219407,Jaipur,Mid-Range,Builder Floor,3,3,1503.93,992.21,14,30,28,Unfurnished,1,1,0,4.29,10.07,62.17
HY-507538,Hyderabad,Mid-Range,Villa,4,4,1032.36,810.76,2,18,32,Furnished,0,1,1,4.34,7.45,54.53
HY-452329,Hyderabad,Mid-Range,Villa,2,2,1076.92,756.1,0,12,30,Unfurnished,1,1,1,5.03,11.76,50.11
BA-712110,Bangalore,Mid-Range,Builder Floor,3,4,618.54,525.12,4,6,28,Unfurnished,1,1,0,5.11,6.98,54.62
JA-302308,Jaipur,Mid-Range,Independent House,4,4,2023.75,1318.84,6,22,5,Unfurnished,1,1,0,3.42,5.72,81.52
BA-801061,Bangalore,Premium,Independent House,2,2,2017.1,1401.91,3,7,2,Furnished,1,1,0,1.29,1.06,266.92
DE-209002,Delhi,Mid-Range,Apartment,6,6,1025.23,694.86,0,9,8,Semi-Furnished,1,1,1,3.52,0.92,239.77
BA-138013,Bangalore,Affordable,Apartment,1,1,638.23,509.62,14,22,8,Unfurnished,1,1,0,4.08,14.66,30.83
JA-663316,Jaipur,Premium,Apartment,2,2,2113.52,1715.31,19,22,24,Semi-Furnished,1,1,0,2.35,14.38,65.74
AH-809790,Ahmedabad,Premium,Independent House,3,3,2430.71,1629.46,0,14,19,Semi-Furnished,1,1,1,2.98,11.09,117.18
HY-161380,Hyderabad,Mid-Range,Independent House,1,2,949.03,769.37,28,36,30,Furnished,1,1,0,3.83,5.36,54.66
KO-303077,Kolkata,Affordable,Apartment,2,3,523.35,438.15,4,19,5,Semi-Furnished,1,1,0,5.03,9.43,17.862433568810527
BA-433952,Bangalore,Affordable,Independent House,2,3,855.88,584.94,9,32,26,Unfurnished,0,1,0,3.39,5.1,41.4
AH-013730,Ahmedabad,Mid-Range,Independent House,3,4,1239.31,1045.4,9,10,8,Semi-Furnished,1,1,1,4.94,14.06,29.83
DE-229487,Delhi,Premium,Builder Floor,3,4,1777.35,1472.49,6,15,1,Furnished,0,1,0,4.18,7.74,192.52539369680372
CH-345823,Chandigarh,Affordable,Apartment,3,3,598.46,402.28,1,3,17,Unfurnished,1,0,1,1.96,12.62,16.029883314402692
KO-998030,Kolkata,Mid-Range,Villa,2,2,1643.44,1304.38,2,36,33,Furnished,0,1,1,0.04,12.41,85.54
AH-482481,Ahmedabad,Mid-Range,Independent House,3,4,1057.77,721.49,9,27,21,Unfurnished,0,1,1,2.17,3.77,48.25
AH-471347,Ahmedabad,Affordable,Apartment,4,5,765.92,612.76,9,17,11,Furnished,0,1,1,1.37,5.34,31.8
MU-299508,Mumbai,Mid-Range,Independent House,2,3,1732.08,1193.52,1,19,13,Unfurnished,1,1,1,1.59,12.4,309.15
KO-844461,Kolkata,Premium,Apartment,4,5,1581.5,1328.55,2,5,6,Semi-Furnished,1,1,1,3.36,4.25,142.23
AH-025270,Ahmedabad,Mid-Range,Independent House,2,3,1164.7,821.71,2,18,12,Semi-Furnished,1,1,1,4.62,9.53,50.63
AH-150149,Ahmedabad,Premium,Apartment,2,3,1412.19,1192.77,18,29,28,Furnished,0,1,0,1.3,3.69,117.24
DE-488545,Delhi,Premium,Builder Floor,3,3,2050.98,1579.5,4,5,30,Semi-Furnished,1,1,0,3.44,4.69,383.57
KO-470868,Kolkata,Mid-Range,Apartment,6,6,1282.75,1021.91,22,28,11,Unfurnished,1,1,1,1.47,3.83,99.47
CH-917118,Chennai,Affordable,Builder Floor,2,3,1008.52,767.53,2,36,28,Furnished,1,1,1,2.68,2.7,129.184287742988
DE-627856,Delhi,Mid-Range,Apartment,2,2,480.3,312.77,31,32,11,Furnished,0,1,1,2.86,4.11,50.49
HY-002811,Hyderabad,Mid-Range,Apartment,2,3,1125.71,854.24,30,36,33,Semi-Furnished,0,1,1,3.56,4.98,45.6
KO-404288,Kolkata,Affordable,Villa,2,2,747.43,579.97,16,25,18,Unfurnished,1,1,1,6.42,13.25,31.56
PU-193713,Pune,Affordable,Builder Floor,4,5,950.21,721.46,3,6,1,Semi-Furnished,1,1,0,4.04,8.21,72.52
BA-926635,Bangalore,Mid-Range,Apartment,2,2,1330.67,919.05,19,38,17,Furnished,0,1,1,1.49,1.25,104.51
HY-122611,Hyderabad,Affordable,Independent House,5,5,521.68,407.6,0,12,14,Furnished,0,1,1,4.35,1.92,28.63
JA-290920,Jaipur,Mid-Range,Builder Floor,1,1,1116.7,855.98,18,19,17,Semi-Furnished,0,1,0,4.4,14.95,34.09
DE-513165,Delhi,Mid-Range,Builder Floor,5,6,1464.02,1214.73,5,17,16,Semi-Furnished,1,1,0,7.26,13.09,216.83
AH-170114,Ahmedabad,Affordable,Builder Floor,5,6,1051.84,773.45,19,27,33,Semi-Furnished,1,1,0,0.3,3.39,30.33
DE-468089,Delhi,Mid-Range,Builder Floor,3,3,1061.74,733.94,9,39,32,Semi-Furnished,1,1,1,5.5,8.65,116.39
CH-124268,Chandigarh,Mid-Range,Independent House,4,5,1418.83,1066.12,13,17,27,Semi-Furnished,1,1,0,5.47,8.07,84.67
PU-433192,Pune,Affordable,Independent House,1,1,1074.1,796.64,0,18,27,Furnished,1,1,1,6.82,9.02,73.92
HY-823343,Hyderabad,Mid-Range,Apartment,1,1,1314.82,1022.08,2,12,33,Furnished,1,1,1,2.54,10.53,101.71
KO-162890,Kolkata,Mid-Range,Villa,3,4,679.85,538.37,6,8,11,Furnished,1,1,0,3.68,5.2,33.56
DE-509395,Delhi,Mid-Range,Independent House,4,4,1421.21,1047.53,0,1,16,Unfurnished,1,0,1,5.28,5.15,147.2
BA-760003,Bangalore,Mid-Range,Builder Floor,2,2,423.36,340.16,6,7,1,Semi-Furnished,1,1,0,3.98,6.45,62.04
DE-435571,Delhi,Mid-Range,Builder Floor,3,3,1498.27,1144.03,1,2,7,Semi-Furnished,0,0,0,1.0,5.72,190.56
HY-170015,Hyderabad,Premium,Villa,1,2,2256.51,1659.85,3,4,34,Unfurnished,0,1,0,0.37,1.77,151.28
CH-559554,Chennai,Affordable,Builder Floor,3,3,997.58,673.58,2,14,2,Semi-Furnished,1,1,1,2.54,11.33,81.17
KO-422089,Kolkata,Affordable,Villa,4,5,835.11,554.15,16,27,11,Furnished,0,1,1,3.82,12.78,18.46
JA-365179,Jaipur,Mid-Range,Builder Floor,3,3,713.69,544.73,2,21,12,Semi-Furnished,1,1,0,2.37,4.64,43.21
JA-416049,Jaipur,Affordable,Villa,5,5,770.76,547.22,3,4,6,Furnished,1,1,0,6.18,12.1,20.7
PU-154802,Pune,Premium,Apartment,2,3,1802.35,1312.91,11,13,6,Furnished,1,1,1,3.77,13.74,151.81
MU-037665,Mumbai,Mid-Range,Builder Floor,2,2,1477.65,1175.22,1,34,7,Unfurnished,1,1,1,0.1,4.48,314.51
PU-293235,Pune,Affordable,Apartment,3,3,527.66,440.02,5,7,5,Semi-Furnished,1,1,1,5.39,12.5,24.95
HY-498042,Hyderabad,Mid-Range,Independent House,4,5,1683.25,1137.1,31,39,23,Unfurnished,1,1,1,4.06,11.06,107.08
KO-790462,Kolkata,Affordable,Villa,2,2,976.8,749.56,2,15,2,Unfurnished,1,1,0,5.78,6.75,41.89
JA-973942,Jaipur,Premium,Villa,1,1,1819.98,1415.7,10,19,19,Furnished,1,1,1,4.87,5.63,150.93
MU-448743,Mumbai,Affordable,Apartment,2,3,521.38,419.1,0,32,7,Unfurnished,1,1,1,0.7,6.18,94.04
